ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12218064,JD426642,10/30/2020 16:30,011XX E 82ND ST,266,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,True,411,4,8,45,2,1185144.0,1850850.0,2020,9/14/2023 15:41,41.74588254,-87.59716764,"(41.745882542, -87.597167639)"
12416972,JE293535,10/1/2020 0:01,031XX W 53RD PL,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,923,9,14,63,2,,,2020,9/14/2023 15:41,,,
12536164,JE439378,9/24/2015 0:00,031XX W 53RD PL,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,False,True,923,9,14,63,2,,,2015,9/14/2023 15:41,,,
12536166,JE439332,9/7/2014 0:00,031XX W 53RD PL,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,False,True,923,9,14,63,2,,,2014,9/14/2023 15:41,,,
12592454,JF113025,1/14/2022 15:55,067XX S MORGAN ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,724,7,16,68,26,1170805.0,1860170.0,2022,9/14/2023 15:41,41.77178244,-87.64943693,"(41.771782439, -87.649436929)"
12601676,JF124024,1/13/2022 16:00,031XX W AUGUSTA BLVD,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,1211,12,36,23,17,1155171.0,1906486.0,2022,9/14/2023 15:41,41.89920607,-87.70550559,"(41.899206068, -87.705505587)"
12785595,JF346553,8/5/2022 21:00,072XX S UNIVERSITY AVE,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,APARTMENT,True,False,324,3,5,69,17,1185135.0,1857211.0,2022,9/14/2023 15:41,41.76333797,-87.59700113,"(41.763337967, -87.597001131)"
12342615,JE202211,4/17/2021 15:20,081XX S PRAIRIE AVE,325,ROBBERY,VEHICULAR HIJACKING,RESIDENCE,False,False,631,6,6,44,3,1179448.0,1851073.0,2021,4/16/2025 15:40,41.74662631,-87.61803195,"(41.746626309, -87.618031954)"
12808281,JF373517,8/14/2022 14:00,055XX W ARDMORE AVE,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,1621,16,39,11,17,1138383.0,1937953.0,2022,9/14/2023 15:41,41.98587528,-87.76640386,"(41.985875279, -87.766403857)"
12829020,JF398208,1/1/2015 0:01,080XX S WOOD ST,266,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,611,6,17,71,2,,,2015,9/14/2023 15:41,,,
12888104,JF469015,11/10/2022 3:47,072XX S MAY ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,733,7,17,68,15,1169903.0,1856822.0,2022,9/14/2023 15:41,41.76261474,-87.65284046,"(41.76261474, -87.652840463)"
12914647,JF500216,7/10/2013 0:00,046XX S SAWYER AVE,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,False,True,821,8,12,58,2,,,2013,9/14/2023 15:41,,,
12978205,JG146937,8/1/2022 22:00,028XX S KEELER AVE,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,APARTMENT,False,True,1031,10,22,30,17,,,2022,9/14/2023 15:41,,,
12990873,JG161829,8/17/2019 13:14,008XX N KARLOV AVE,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,True,True,1111,11,37,23,17,1148899.0,1905351.0,2019,9/14/2023 15:41,41.89621515,-87.72857205,"(41.89621515, -87.728572048)"
13041906,JG203447,10/15/2022 1:30,051XX W WRIGHTWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,2521,25,31,19,08B,,,2022,9/14/2023 15:41,,,
13045102,JG226663,3/30/2023 9:16,080XX S DREXEL AVE,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,APARTMENT,False,True,631,6,8,44,17,1183631.0,1851847.0,2023,9/14/2023 15:41,41.7486538,-87.60268049,"(41.748653803, -87.602680492)"
13074891,JG262771,5/10/2023 12:43,028XX N MANGO AVE,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,2514,25,30,19,2,1137557.0,1918320.0,2023,9/14/2023 15:41,41.93201543,-87.76991667,"(41.932015426, -87.769916668)"
13099339,JG291745,4/1/2023 11:13,020XX N LAPORTE AVE,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,2522,25,26,19,17,1143059.0,1913090.0,2023,9/14/2023 15:41,41.91756278,-87.74982812,"(41.917562778, -87.749828117)"
13121127,JG313964,6/22/2023 18:52,015XX W NORTH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,AUTO / BOAT / RV DEALERSHIP,True,False,1433,14,1,24,11,1165854.0,1910738.0,2023,9/14/2023 15:41,41.91065261,-87.66614577,"(41.91065261, -87.66614577)"
12955336,JG119661,11/16/2022 10:23,087XX S KINGSTON AVE,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,423,4,7,46,17,1194660.0,1847481.0,2022,11/15/2023 15:41,41.73640903,-87.56241031,"(41.736409029, -87.562410309)"
13210072,JG422242,8/11/2023 11:00,0000X S ALBANY AVE,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE,False,True,1124,11,28,27,26,1155914.0,1899709.0,2023,9/16/2023 15:41,41.88059439,-87.70295942,"(41.880594385, -87.702959421)"
13124701,JG321999,6/30/2023 4:00,007XX E 111TH ST,583,STALKING,CYBERSTALKING,POLICE FACILITY / VEHICLE PARKING LOT,True,False,531,5,9,50,08A,1183356.0,1831503.0,2023,9/14/2023 15:41,41.69283384,-87.60431945,"(41.692833841, -87.60431945)"
13125020,JG320649,5/15/2015 0:00,041XX W 24TH PL,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,True,True,1013,10,22,30,17,,,2015,9/14/2023 15:41,,,
13129199,JG327622,7/4/2023 17:30,047XX S CALUMET AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,224,2,3,38,7,1179230.0,1873766.0,2023,9/14/2023 15:41,41.80890316,-87.61813919,"(41.80890316, -87.618139193)"
13158716,JG362691,11/9/2018 0:00,017XX N NASHVILLE AVE,265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,RESIDENCE,False,False,2513,25,29,25,2,1132147.0,1910836.0,2018,9/14/2023 15:41,41.91157425,-87.78997228,"(41.911574252, -87.789972279)"
13176001,JG382803,2/1/2023 14:00,058XX S MICHIGAN AVE,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,APARTMENT,True,True,232,2,20,40,17,1178158.0,1866236.0,2023,9/14/2023 15:41,41.78826455,-87.62229949,"(41.788264552, -87.62229949)"
13179181,JG386523,8/17/2023 15:15,020XX N MILWAUKEE AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1431,14,1,22,6,1159682.0,1913243.0,2023,9/14/2023 15:41,41.91765602,-87.68875026,"(41.917656022, -87.688750258)"
13179344,JG386917,8/17/2023 19:25,030XX N ELBRIDGE AVE,860,THEFT,RETAIL THEFT,STREET,True,False,1412,14,35,21,6,1152158.0,1919830.0,2023,9/14/2023 15:41,41.93588316,-87.71621965,"(41.935883156, -87.716219645)"
13181797,JG389859,8/20/2023 4:30,020XX N LEAMINGTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,True,2522,25,36,19,14,1141753.0,1913164.0,2023,9/14/2023 15:41,41.91779013,-87.75462463,"(41.917790125, -87.754624625)"
13181885,JG389920,8/20/2023 6:00,020XX N LECLAIRE AVE,820,THEFT,$500 AND UNDER,STREET,True,True,2522,25,26,19,6,1142089.0,1913063.0,2023,9/14/2023 15:41,41.91750674,-87.75339264,"(41.917506742, -87.753392641)"
13183042,JG391309,8/21/2023 7:28,016XX N WASHTENAW AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT / GROUNDS,True,False,1421,14,26,24,26,1158119.0,1910792.0,2023,9/14/2023 15:41,41.91096238,-87.69455985,"(41.910962378, -87.694559852)"
13183567,JG392073,8/21/2023 14:37,022XX N LEAMINGTON AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,STREET,True,False,2522,25,26,19,11,1141688.0,1914409.0,2023,9/14/2023 15:41,41.92120774,-87.75483259,"(41.921207741, -87.754832585)"
13184491,JG393031,8/22/2023 11:44,026XX N ELSTON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1432,14,32,22,6,1160867.0,1917657.0,2023,9/14/2023 15:41,41.92974382,-87.68427378,"(41.929743818, -87.684273777)"
13187048,JG395977,8/24/2023 16:07,016XX W DIVISION ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1424,14,1,24,6,1164808.0,1908052.0,2023,9/14/2023 15:41,41.9033043,-87.67006468,"(41.903304304, -87.670064675)"
13188119,JG397237,5/15/2015 0:00,041XX W 24TH PL,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,True,True,1013,10,22,30,2,,,2015,9/14/2023 15:41,,,
13188630,JG398002,8/26/2023 2:15,047XX W FULLERTON AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,True,False,2522,25,31,19,26,1144183.0,1915534.0,2023,9/14/2023 15:41,41.9242483,-87.74563692,"(41.924248302, -87.745636923)"
13189104,JG398575,8/26/2023 13:43,050XX N PULASKI RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,1712,17,39,14,6,1148820.0,1933099.0,2023,9/14/2023 15:41,41.97235959,-87.72814279,"(41.972359593, -87.728142793)"
13189895,JG399264,8/27/2023 1:16,048XX N KIMBALL AVE,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,True,False,1712,17,33,14,08B,1152841.0,1931987.0,2023,9/14/2023 15:41,41.9692293,-87.71338636,"(41.969229299, -87.713386363)"
13190165,JG399731,8/27/2023 11:58,025XX N ELSTON AVE,860,THEFT,RETAIL THEFT,APPLIANCE STORE,True,False,1432,14,32,22,6,1161467.0,1917112.0,2023,9/14/2023 15:41,41.92823582,-87.68208415,"(41.928235818, -87.682084152)"
13190179,JG399829,8/27/2023 13:16,032XX W NORTH AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1422,14,26,23,6,1154551.0,1910454.0,2023,9/14/2023 15:41,41.91010705,-87.70767654,"(41.910107045, -87.707676543)"
13190936,JG400683,8/27/2023 22:00,072XX S AVERS AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,833,8,23,65,7,1151953.0,1856354.0,2023,9/14/2023 15:41,41.76170131,-87.71864284,"(41.761701305, -87.718642841)"
13190943,JG400635,8/28/2023 6:23,027XX N NARRAGANSETT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,2512,25,36,19,14,1133273.0,1917606.0,2023,9/14/2023 15:41,41.9301323,-87.7856768,"(41.9301323, -87.785676799)"
13192516,JG402535,8/29/2023 13:59,014XX N LOCKWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,True,2532,25,37,25,14,1140764.0,1909050.0,2023,9/14/2023 15:41,41.9065191,-87.75835963,"(41.906519104, -87.758359629)"
13193728,JG404030,8/30/2023 15:28,026XX N ELSTON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1432,14,32,22,6,1160867.0,1917657.0,2023,9/14/2023 15:41,41.92974382,-87.68427378,"(41.929743818, -87.684273777)"
13194223,JG404599,8/30/2023 10:34,026XX N HARDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,2524,25,35,22,14,1149604.0,1917256.0,2023,9/14/2023 15:41,41.92886994,-87.72567292,"(41.928869943, -87.725672915)"
13195102,JG405850,8/31/2023 17:12,025XX N NARRAGANSETT AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,2512,25,36,19,6,1133317.0,1916205.0,2023,9/14/2023 15:41,41.92628702,-87.785548,"(41.926287021, -87.785547998)"
13196606,JG407589,9/2/2023 0:35,021XX W DIVISION ST,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,True,False,1424,14,1,24,08B,1161836.0,1907964.0,2023,9/14/2023 15:41,41.90312536,-87.6809839,"(41.903125362, -87.680983903)"
13196922,JG407863,9/2/2023 1:00,080XX S UNION AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,621,6,6,71,08B,1173030.0,1851606.0,2023,9/14/2023 15:41,41.74823293,-87.64153328,"(41.748232929, -87.641533277)"
13197242,JG408409,9/2/2023 16:28,016XX N NEWCASTLE AVE,920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,RESIDENCE,True,False,2513,25,29,25,7,1130508.0,1910138.0,2023,9/14/2023 15:41,41.90968718,-87.79600963,"(41.909687183, -87.796009633)"
13197663,JG408814,9/2/2023 23:00,100XX S AVENUE M,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,True,True,432,4,10,52,04B,1201485.0,1838962.0,2023,9/14/2023 15:41,41.71286177,-87.53769489,"(41.71286177, -87.537694886)"
13197901,JG409181,9/1/2023 19:50,049XX W CONCORD PL,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,2533,25,37,25,26,1143047.0,1910513.0,2023,9/14/2023 15:41,41.91049144,-87.74993661,"(41.910491438, -87.749936608)"
13197965,JG409253,9/3/2023 3:00,071XX S SPAULDING AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,831,8,17,66,7,1155606.0,1857008.0,2023,9/14/2023 15:41,41.76342357,-87.70523658,"(41.763423571, -87.705236576)"
13198575,JG409922,9/3/2023 21:50,054XX N MILWAUKEE AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,1622,16,45,11,26,1136601.0,1936320.0,2023,9/14/2023 15:41,41.98142637,-87.77299737,"(41.98142637, -87.772997369)"
13199574,JG411101,9/4/2023 19:15,053XX S HOMAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,822,8,14,63,08B,1154617.0,1869058.0,2023,9/14/2023 15:41,41.79651034,-87.7085406,"(41.796510344, -87.708540596)"
13199642,JG411210,9/4/2023 21:47,035XX N CICERO AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,1634,16,31,15,26,1143746.0,1923306.0,2023,9/14/2023 15:41,41.94558362,-87.74704737,"(41.945583621, -87.747047365)"
13199696,JG411222,9/4/2023 22:10,044XX N AUSTIN AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,1622,16,38,15,26,1135547.0,1928943.0,2023,9/14/2023 15:41,41.96120206,-87.77704989,"(41.961202055, -87.777049892)"
13200550,JG412373,5/24/2023 12:00,059XX N MELVINA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - GARAGE,False,True,1622,16,45,10,7,1133926.0,1939049.0,2023,9/14/2023 15:41,41.98896259,-87.78277087,"(41.988962585, -87.782770866)"
13200685,JG412660,9/5/2023 19:18,019XX N CENTRAL AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,2515,25,29,25,26,1138744.0,1912269.0,2023,9/14/2023 15:41,41.91538933,-87.76570174,"(41.915389329, -87.765701742)"
13200930,JG412695,9/5/2023 19:22,021XX N AUSTIN AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,True,True,2515,25,36,19,04A,1136050.0,1913726.0,2023,9/14/2023 15:41,41.91943601,-87.77556459,"(41.91943601, -87.775564587)"
13201040,JG412889,9/5/2023 23:30,012XX N LAVERGNE AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,2533,25,37,25,26,1142810.0,1907622.0,2023,9/14/2023 15:41,41.90256263,-87.75087938,"(41.902562633, -87.750879383)"
13201167,JG412911,9/5/2023 22:54,019XX W NORTH AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,1424,14,1,24,26,1163086.0,1910663.0,2023,9/14/2023 15:41,41.91050544,-87.67631647,"(41.910505437, -87.676316472)"
13340870,JH118913,12/7/2023 1:00,050XX N BROADWAY,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,2033,20,47,3,5,1167398.0,1933847.0,2023,1/19/2024 15:40,41.97403168,-87.65980667,"(41.974031676, -87.659806667)"
13340773,JH118602,12/11/2023 14:15,011XX N MONITOR AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1511,15,29,25,11,1137147.0,1907077.0,2023,1/19/2024 15:40,41.90117071,-87.77169396,"(41.901170711, -87.771693958)"
13200739,JG412187,9/5/2023 14:51,033XX W DOUGLAS BLVD,041A,BATTERY,AGGRAVATED - HANDGUN,APARTMENT,True,True,1021,10,24,29,04B,1154115.0,1893253.0,2023,1/3/2025 15:40,41.8629145,-87.70973744,"(41.862914501, -87.709737438)"
13340598,JH118606,7/1/2023 9:00,033XX N NARRAGANSETT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1632,16,36,17,11,1133109.0,1921695.0,2023,1/19/2024 15:40,41.94135585,-87.78618357,"(41.941355854, -87.786183569)"
26262,JE366265,9/8/2021 16:45,047XX W HARRISON ST,110,HOMICIDE,FIRST DEGREE MURDER,CAR WASH,True,False,1131,11,24,25,01A,1144907.0,1896933.0,2021,9/14/2023 15:41,41.87319145,-87.74344656,"(41.873191445, -87.743446563)"
7823660,HS634379,11/19/2010 9:00,076XX S ABERDEEN ST,320,ROBBERY,STRONG ARM - NO WEAPON,RESIDENCE,True,False,612,6,17,71,3,1170306.0,1854179.0,2010,9/14/2023 15:41,41.75535325,-87.65144019,"(41.755353249, -87.651440192)"
13691782,JH542240,12/14/2024 7:30,133XX S EDBROOKE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,533,5,9,54,14,1179751.0,1816789.0,2024,12/22/2024 15:41,41.65253937,-87.61796514,"(41.652539374, -87.617965144)"
13208615,JG421831,3/20/2023 21:00,046XX N KEDZIE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1713,17,33,14,7,1154207.0,1930786.0,2023,9/14/2023 15:41,41.96590645,-87.70839577,"(41.965906449, -87.708395773)"
13208678,JG412891,9/1/2023 1:30,047XX S KEATING AVE,1513,PROSTITUTION,SOLICITING FOR BUSINESS,STREET,False,False,815,8,22,56,16,1145488.0,1872869.0,2023,9/14/2023 15:41,41.80714552,-87.74192176,"(41.807145524, -87.741921764)"
13208576,JG420847,7/7/2023 4:00,091XX S MARQUETTE AVE,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,423,4,7,48,6,1195849.0,1844794.0,2023,9/14/2023 15:41,41.72900636,-87.55814297,"(41.729006364, -87.558142967)"
13208665,JG406843,9/1/2023 13:09,132XX S ST LAWRENCE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,533,5,10,54,08B,1182588.0,1817649.0,2023,9/14/2023 15:41,41.65483427,-87.60755843,"(41.654834273, -87.607558429)"
13208599,JG405706,8/30/2023 11:30,084XX S BURNHAM AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,False,False,423,4,7,46,08B,1196291.0,1849582.0,2023,9/14/2023 15:41,41.7421341,-87.55636551,"(41.742134096, -87.556365508)"
13208668,JG406226,9/1/2023 2:10,047XX W 47TH ST,1513,PROSTITUTION,SOLICITING FOR BUSINESS,STREET,False,False,815,8,22,56,16,1145695.0,1873053.0,2023,9/14/2023 15:41,41.80764654,-87.74115789,"(41.807646537, -87.741157889)"
13208672,JG421467,7/30/2023 9:00,078XX S SOUTH SHORE DR,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,False,False,421,4,7,46,11,1198248.0,1853536.0,2023,9/14/2023 15:41,41.75293545,-87.5490632,"(41.752935445, -87.5490632)"
13208609,JG421713,8/17/2023 18:00,041XX W BELMONT AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,1731,17,30,16,7,1148281.0,1920957.0,2023,10/4/2023 15:41,41.93905144,-87.73043892,"(41.939051438, -87.730438917)"
13273157,JG499252,11/10/2023 10:50,060XX N BROADWAY,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,2433,24,48,77,6,1167213.0,1940125.0,2023,11/18/2023 15:40,41.99126267,-87.66030556,"(41.991262667, -87.660305558)"
13272458,JG498532,11/10/2023 5:30,027XX N NEWLAND AVE,460,BATTERY,SIMPLE,RESIDENCE,False,False,2512,25,36,18,08B,1129621.0,1917357.0,2023,11/18/2023 15:40,41.92951224,-87.79910296,"(41.92951224, -87.799102956)"
13277018,JG503952,11/10/2023 3:00,064XX S ABERDEEN ST,820,THEFT,$500 AND UNDER,STREET,False,False,724,7,16,68,6,1170090.0,1862066.0,2023,11/18/2023 15:40,41.77700087,-87.65200282,"(41.777000866, -87.652002823)"
